timestamp,open,high,low,close,vwap,volume,count,4h_open,4h_high,4h_low,4h_close,4h_vwap,4h_volume,4h_count,1d_open,1d_high,1d_low,1d_close,1d_vwap,1d_volume,1d_count
2025-03-15 15:00:00,1926.59,1938.43,1926.59,1936.84,1933.86,399.33471201,615,1929.06,1938.43,1923.11,1936.84,1931.24,1166.82850061,1605.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 16:00:00,1936.84,1944.37,1933.34,1938.01,1936.79,688.44884997,653,1936.84,1946.55,1928.88,1936.52,1936.68,1595.90033098,2131.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 17:00:00,1938.01,1946.55,1935.41,1939.93,1939.04,409.75312051,573,1936.84,1946.55,1928.88,1936.52,1936.68,1595.90033098,2131.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 18:00:00,1939.93,1944.69,1931.08,1933.23,1934.88,327.63317409,519,1936.84,1946.55,1928.88,1936.52,1936.68,1595.90033098,2131.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 19:00:00,1933.23,1936.53,1928.88,1936.52,1934.05,170.06518641,386,1936.84,1946.55,1928.88,1936.52,1936.68,1595.90033098,2131.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 20:00:00,1936.53,1947.5,1936.53,1943.4,1943.72,150.35166133,421,1936.53,1957.6,1936.53,1936.8,1945.25,874.50554268,1611.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 21:00:00,1943.41,1957.6,1940.65,1950.58,1950.1,340.9970922,559,1936.53,1957.6,1936.53,1936.8,1945.25,874.50554268,1611.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 22:00:00,1950.58,1953.9,1940.0,1943.25,1943.24,249.32821072,331,1936.53,1957.6,1936.53,1936.8,1945.25,874.50554268,1611.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-15 23:00:00,1943.25,1943.45,1936.8,1936.8,1938.32,133.82857843,300,1936.53,1957.6,1936.53,1936.8,1945.25,874.50554268,1611.0,1910.01,1957.6,1904.03,1936.8,1930.34,5868.36741711,9391.0
2025-03-16 00:00:00,1936.81,1939.79,1932.36,1932.36,1937.43,74.01676923,259,1936.81,1939.79,1917.32,1927.75,1926.76,503.09983345,1572.0,1936.81,1939.79,1862.26,1887.1,1896.71,7434.08897205,11350.0
