timestamp,open,high,low,close,vwap,volume,count,4h_open,4h_high,4h_low,4h_close,4h_vwap,4h_volume,4h_count,1d_open,1d_high,1d_low,1d_close,1d_vwap,1d_volume,1d_count
2025-03-15 04:00:00,0.748774,0.758201,0.74513,0.753632,0.754509,2368494.59764845,484,0.748774,0.758201,0.731968,0.733866,0.746862,4888856.28902053,1765.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 05:00:00,0.753487,0.753496,0.745347,0.745347,0.749667,366364.45694935,306,0.748774,0.758201,0.731968,0.733866,0.746862,4888856.28902053,1765.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 06:00:00,0.745001,0.745265,0.74134,0.741855,0.742735,130149.2125755,188,0.748774,0.758201,0.731968,0.733866,0.746862,4888856.28902053,1765.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 07:00:00,0.741855,0.741855,0.731968,0.733866,0.737671,2023848.02184723,787,0.748774,0.758201,0.731968,0.733866,0.746862,4888856.28902053,1765.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 08:00:00,0.733841,0.739932,0.730889,0.739567,0.735261,213616.45088649,230,0.733841,0.743771,0.730889,0.7435,0.739742,1137934.43886255,824.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 09:00:00,0.739455,0.741565,0.73642,0.740861,0.740483,337750.13410629,210,0.733841,0.743771,0.730889,0.7435,0.739742,1137934.43886255,824.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 10:00:00,0.740275,0.743168,0.7365,0.741376,0.740915,523241.41816432,191,0.733841,0.743771,0.730889,0.7435,0.739742,1137934.43886255,824.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 11:00:00,0.741051,0.743771,0.738591,0.7435,0.741206,63326.43570545,193,0.733841,0.743771,0.730889,0.7435,0.739742,1137934.43886255,824.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 12:00:00,0.743387,0.749,0.742426,0.744418,0.745193,1960572.43379686,532,0.743387,0.753053,0.742426,0.749296,0.746283,3837006.74836933,1440.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
2025-03-15 13:00:00,0.744361,0.753053,0.743185,0.750614,0.746582,842784.73517746,363,0.743387,0.753053,0.742426,0.749296,0.746283,3837006.74836933,1440.0,0.7372,0.759181,0.730889,0.746739,0.74737,15866043.05827055,7968.0
