timestamp,open,high,low,close,vwap,volume,count
2025-04-13 15:35:00,0.639383,0.639519,0.639383,0.639519,0.639432,2744.40540371,3
2025-04-13 15:36:00,0.639883,0.640248,0.639883,0.639917,0.640019,3652.75243042,6
2025-04-13 15:37:00,0.640089,0.640089,0.640089,0.640089,0.640089,5.0,1
2025-04-13 15:38:00,0.640332,0.640332,0.640332,0.640332,0.640332,1618.0,3
2025-04-13 15:39:00,0.640789,0.640789,0.640789,0.640789,0.640789,157.772028,1
2025-04-13 15:40:00,0.640682,0.640682,0.640682,0.640682,0.640682,18.820496,2
2025-04-13 15:41:00,0.640589,0.640589,0.640582,0.640582,0.640588,918.35984533,2
2025-04-13 15:42:00,0.640582,0.640582,0.640582,0.640582,0.0,0.0,0
2025-04-13 15:43:00,0.639881,0.639881,0.639881,0.639881,0.639881,8536.74641595,3
2025-04-13 15:44:00,0.639881,0.639881,0.639881,0.639881,0.0,0.0,0
2025-04-13 15:45:00,0.639881,0.639881,0.639881,0.639881,0.0,0.0,0
2025-04-13 15:46:00,0.640511,0.640623,0.640511,0.640623,0.640602,109.874906,2
2025-04-13 15:47:00,0.640868,0.641157,0.640868,0.641157,0.641115,34.587923,2
2025-04-13 15:48:00,0.641575,0.641575,0.641469,0.641469,0.641489,180.474618,3
2025-04-13 15:49:00,0.641447,0.641969,0.641447,0.641969,0.641643,195.33434335,2
2025-04-13 15:50:00,0.641993,0.64228,0.641993,0.64228,0.642096,56.96425685,3
2025-04-13 15:51:00,0.642069,0.642069,0.641611,0.641611,0.641924,15.89494163,2
2025-04-13 15:52:00,0.64294,0.642942,0.642853,0.642942,0.642939,2475.58228985,4
2025-04-13 15:53:00,0.643024,0.643024,0.643024,0.643024,0.643024,23.872011,1
2025-04-13 15:54:00,0.643024,0.643231,0.643024,0.643231,0.643229,8.57508177,2
2025-04-13 15:55:00,0.643253,0.643253,0.643253,0.643253,0.643253,5.0,1
2025-04-13 15:56:00,0.643207,0.643207,0.643207,0.643207,0.643207,5.0,1
2025-04-13 15:57:00,0.643665,0.643665,0.643561,0.643561,0.6436,595.006726,3
2025-04-13 15:58:00,0.643318,0.643318,0.643287,0.643318,0.643305,3078.310242,3
2025-04-13 15:59:00,0.643318,0.643318,0.643318,0.643318,0.0,0.0,0
2025-04-13 16:00:00,0.643637,0.643972,0.643637,0.643972,0.643835,4951.23059765,9
2025-04-13 16:01:00,0.644815,0.644866,0.644815,0.644866,0.644849,96.53422405,4
2025-04-13 16:02:00,0.645476,0.645476,0.645442,0.645442,0.645443,32.661753,2
2025-04-13 16:03:00,0.645476,0.645619,0.645475,0.645619,0.645479,1610.01835524,4
2025-04-13 16:04:00,0.645877,0.646733,0.645877,0.646567,0.646496,1816.70299781,11
2025-04-13 16:05:00,0.646913,0.646913,0.64565,0.64565,0.646313,260.27563985,3
2025-04-13 16:06:00,0.645642,0.645642,0.645642,0.645642,0.645642,5.0,1
2025-04-13 16:07:00,0.646047,0.646047,0.645747,0.645747,0.645943,880.44459951,3
2025-04-13 16:08:00,0.645747,0.645747,0.645747,0.645747,0.0,0.0,0
2025-04-13 16:09:00,0.645647,0.645648,0.645647,0.645648,0.645647,1545.00216656,4
2025-04-13 16:10:00,0.645509,0.645509,0.645149,0.645149,0.645248,10353.04023962,3
2025-04-13 16:11:00,0.645271,0.645272,0.645098,0.645248,0.645246,3060.97634021,5
2025-04-13 16:12:00,0.645349,0.645349,0.645349,0.645349,0.645349,161.09340645,2
2025-04-13 16:13:00,0.645349,0.645349,0.645349,0.645349,0.0,0.0,0
2025-04-13 16:14:00,0.645648,0.645648,0.645647,0.645647,0.645647,130.0,2
2025-04-13 16:15:00,0.645747,0.646569,0.645747,0.646569,0.646515,47934.64102379,9
2025-04-13 16:16:00,0.645958,0.645958,0.645958,0.645958,0.645958,1.773428,1
2025-04-13 16:17:00,0.646548,0.646886,0.646548,0.646886,0.646551,31869.29663381,2
2025-04-13 16:18:00,0.646886,0.646886,0.646886,0.646886,0.0,0.0,0
2025-04-13 16:19:00,0.646914,0.647999,0.646914,0.647907,0.647892,36796.61623722,12
2025-04-13 16:20:00,0.648,0.64809,0.648,0.648089,0.64808,75.7,3
2025-04-13 16:21:00,0.64777,0.64777,0.647638,0.647638,0.64764,305.0,2
2025-04-13 16:22:00,0.647638,0.647638,0.647638,0.647638,0.0,0.0,0
2025-04-13 16:23:00,0.64801,0.64854,0.64801,0.64854,0.648238,64.36927028,3
2025-04-13 16:24:00,0.648949,0.648949,0.648949,0.648949,0.648949,11.039622,1
2025-04-13 16:25:00,0.648901,0.65,0.648901,0.65,0.649978,65439.06801229,15
2025-04-13 16:26:00,0.65,0.65,0.65,0.65,0.65,172816.03883703,79
