timestamp,open,high,low,close,vwap,volume,count
2024-09-29,12.94507,12.96,12.43716,12.46489,12.63134,115310.88523641,2162
2024-09-30,12.46741,12.47608,11.76478,11.85178,12.0869,132859.94967086,3023
2024-10-01,11.85159,12.24302,10.83697,11.00815,11.46295,223289.65582773,4606
2024-10-02,11.00932,11.29976,10.45142,10.66008,10.84884,176151.69110023,2938
2024-10-03,10.66008,10.86175,10.35029,10.64577,10.52781,178028.27374721,2409
2024-10-04,10.68792,11.23895,10.6176,11.07385,10.98157,70573.72562923,1457
2024-10-05,11.08491,11.36965,10.98285,11.25475,11.23226,46557.66480229,1140
2024-10-06,11.26343,11.38827,11.16149,11.28022,11.27518,44537.22963894,1264
2024-10-07,11.27545,11.74,11.13028,11.14952,11.46643,92186.14268616,2357
2024-10-08,11.15746,11.27766,10.78819,10.82063,11.00833,63380.28366778,1571
2024-10-09,10.82064,10.95,10.41615,10.52747,10.65567,85371.33146311,1935
2024-10-10,10.52432,10.72426,10.24648,10.5457,10.50685,81866.12325511,2213
2024-10-11,10.54456,11.01876,10.49727,10.8913,10.78142,100841.26482281,2336
2024-10-12,10.89287,11.13531,10.84309,11.00172,11.03021,62587.05230203,1394
2024-10-13,11.01034,11.06555,10.62774,10.73805,10.82061,46595.48006064,1213
2024-10-14,10.74133,11.33485,10.60394,11.27536,11.10365,81606.86795701,3672
2024-10-15,11.27665,11.67878,10.93575,11.44785,11.34717,146938.70189136,3711
2024-10-16,11.45,11.5271,11.0485,11.23006,11.22342,110479.33536872,1987
2024-10-17,11.27097,11.34536,10.84439,11.02509,11.01519,119916.69862109,1837
2024-10-18,11.02048,11.4949,10.98422,11.47165,11.31805,103994.46756456,1869
2024-10-19,11.47999,11.5885,11.29101,11.42331,11.4055,37253.22605025,1177
2024-10-20,11.41484,12.02301,11.28297,11.95372,11.75905,86432.63908673,2271
2024-10-21,11.97286,12.01882,11.54647,11.70353,11.72427,72744.46369679,1711
2024-10-22,11.72818,12.31887,11.6017,11.95765,12.07372,125993.45959866,3181
2024-10-23,11.95872,11.98746,10.99761,11.31588,11.3506,189529.38670461,3488
2024-10-24,11.29833,11.6285,11.22189,11.6014,11.44654,109983.07118139,2118
2024-10-25,11.61386,12.08143,10.8,11.11787,11.56415,244773.75997584,4607
2024-10-26,11.11787,11.36792,10.8187,10.99571,11.0849,135590.23282314,2270
2024-10-27,10.99279,11.14369,10.8437,10.97605,10.9824,116972.68761107,1432
2024-10-28,10.97269,11.24133,10.70663,11.18796,11.00338,134611.28534962,2430
2024-10-29,11.18235,11.79429,11.14778,11.7898,11.48153,188442.49114271,3371
2024-10-30,11.78981,12.44102,11.64184,12.38751,12.10755,117662.89172982,3985
2024-10-31,12.38876,12.44547,11.31355,11.4122,11.79682,112809.41354981,2959
2024-11-01,11.40185,11.70998,11.14488,11.25338,11.40918,146138.17997844,2908
2024-11-02,11.24001,11.39397,11.07671,11.17201,11.16359,107085.65505194,2067
2024-11-03,11.18591,11.22881,10.52,10.7657,10.81673,69030.10815422,2640
2024-11-04,10.75624,10.89548,10.0671,10.24625,10.464,105844.14373264,4036
2024-11-05,10.24481,10.9352,10.18544,10.84493,10.69121,127508.56898591,3033
2024-11-06,10.83493,12.31281,10.82,12.18104,11.77422,351575.22562087,5478
2024-11-07,12.18601,12.70412,12.08342,12.61347,12.4104,230272.82792588,5782
2024-11-08,12.60586,13.74915,12.54568,13.70084,13.1376,220057.43421765,5788
2024-11-09,13.69776,13.83559,13.29543,13.77524,13.52244,188671.65979418,4082
2024-11-10,13.77269,14.84714,13.66808,14.26733,14.34793,403340.71229207,9013
2024-11-11,14.274,14.95004,13.63257,14.92522,14.39088,337464.85365643,8059
2024-11-12,14.91422,15.3486,13.67828,13.96851,14.37995,345775.46649192,9781
2024-11-13,13.96782,14.39988,13.07852,13.49635,13.74883,343497.72041123,9044
2024-11-14,13.49936,13.8172,12.81237,13.00197,13.3049,188436.9455101,5629
2024-11-15,12.99041,13.89456,12.72977,13.82971,13.40667,210100.43528053,5391
2024-11-16,13.83488,14.79676,13.7479,14.53584,14.3015,266935.62685224,5922
2024-11-17,14.53658,14.88007,13.57087,13.79262,14.14674,219865.93955309,6002
2024-11-18,13.79255,15.99853,13.768,15.2698,15.08501,365926.39045613,9468
2024-11-19,15.27137,15.43278,14.40914,14.64048,14.84916,283512.88293716,7235
2024-11-20,14.63509,15.3294,14.0529,14.25919,14.60683,195543.12181879,7056
2024-11-21,14.23317,15.36926,13.86866,14.9082,14.78476,279676.79636228,7969
2024-11-22,14.90846,16.59757,14.74742,16.58,15.45152,566290.44187538,13458
2024-11-23,16.5647,18.42424,16.3228,17.40251,17.41293,652812.64299977,18035
2024-11-24,17.39967,18.35807,16.1472,17.90833,17.36442,439136.39458144,14569
2024-11-25,17.93619,19.04737,17.1403,17.3424,18.20946,548721.8721686,17449
2024-11-26,17.33379,17.82182,16.18812,17.35255,17.01443,358470.38541837,13343
