timestamp,open_1d,high_1d,low_1d,close_1d,volume_1d,open_4h,high_4h,low_4h,close_4h,volume_4h,open_1h,high_1h,low_1h,close_1h,volume_1h
2024-04-15 00:00:00,151.37,156.12,133.71,138.65,766517.16450032,,,,,,,,,,
2024-04-16 00:00:00,138.6,140.68,126.59,136.31,695666.1342839,,,,,,,,,,
2024-04-17 00:00:00,136.29,142.71,126.92,132.02,653306.64653071,,,,,,,,,,
2024-04-18 00:00:00,131.8,143.96,127.79,142.06,958875.38315783,,,,,,,,,,
2024-04-19 00:00:00,142.1,147.72,128.49,142.48,991106.157895,,,,,,,,,,
2024-04-20 00:00:00,142.52,152.28,139.8,151.2,400929.95434101,,,,,,,,,,
2024-04-21 00:00:00,151.26,153.52,146.5,148.72,382853.38302017,,,,,,,,,,
2024-04-22 00:00:00,148.73,158.4,146.84,157.03,499544.73153725,,,,,,,,,,
2024-04-23 00:00:00,157.02,160.19,153.18,154.67,474888.61956638,,,,,,,,,,
2024-04-24 00:00:00,154.66,159.78,145.58,147.71,716481.81728014,,,,,,,,,,
2024-04-25 00:00:00,147.71,149.46,142.05,144.85,570572.13073061,,,,,,,,,,
2024-04-26 00:00:00,144.84,145.97,138.28,139.06,334592.46995387,,,,,,,,,,
2024-04-27 00:00:00,139.16,143.0,133.08,141.22,218825.87321005,,,,,,,,,,
2024-04-28 00:00:00,141.24,144.61,137.19,137.91,221729.14909563,,,,,,,,,,
2024-04-29 00:00:00,137.92,138.88,133.46,137.66,225735.28354385,,,,,,,,,,
2024-04-30 00:00:00,137.67,139.81,121.11,126.68,547225.06964907,,,,,,,,,,
2024-05-01 00:00:00,126.68,135.76,118.06,134.51,620979.56570067,,,,,,,,,,
2024-05-02 00:00:00,134.51,140.68,128.13,137.64,500840.58825943,,,,,,,,,,
2024-05-03 00:00:00,137.64,145.07,136.0,143.72,574713.50114673,,,,,,,,,,
2024-05-04 00:00:00,143.72,149.0,142.54,146.05,210515.4833317,,,,,,,,,,
2024-05-05 00:00:00,146.06,148.08,143.23,145.71,197798.96127419,,,,,,,,,,
2024-05-06 00:00:00,145.71,156.75,145.55,152.79,460610.76813592,,,,,,,,,,
2024-05-07 00:00:00,152.8,159.36,148.0,148.01,455009.50717926,,,,,,,,,,
2024-05-08 00:00:00,148.0,149.89,139.89,142.13,332589.11114534,,,,,,,,,,
