timestamp,open,high,low,close,vwap,volume,count
2025-04-15 15:32:00,85196.9,85196.9,85180.6,85180.6,85195.4,0.66658812,17
2025-04-15 15:33:00,85183.9,85183.9,85155.4,85155.5,85159.1,0.26292828,24
2025-04-15 15:34:00,85155.5,85155.5,85154.7,85154.7,85155.4,0.22529788,17
2025-04-15 15:35:00,85154.8,85154.8,85087.7,85087.7,85103.2,1.01933085,41
2025-04-15 15:36:00,85087.7,85087.7,84951.1,84951.2,85000.7,2.82008425,89
2025-04-15 15:37:00,84951.2,84951.2,84924.0,84924.0,84950.9,0.25598728,25
2025-04-15 15:38:00,84923.0,84951.0,84910.1,84950.9,84924.0,0.30229755,31
2025-04-15 15:39:00,84952.0,84952.0,84951.9,84952.0,84951.9,0.1490123,10
2025-04-15 15:40:00,84952.0,84955.7,84952.0,84955.7,84952.7,0.28514233,9
2025-04-15 15:41:00,84955.7,84955.7,84900.0,84900.1,84909.1,0.29931635,40
2025-04-15 15:42:00,84900.1,84922.9,84900.1,84904.1,84907.2,0.0883596,24
2025-04-15 15:43:00,84904.1,84904.1,84897.0,84897.0,84900.2,0.43914192,16
2025-04-15 15:44:00,84897.1,84898.6,84856.2,84863.0,84859.9,15.68489867,84
2025-04-15 15:45:00,84869.9,84897.0,84869.8,84897.0,84874.8,0.0451092,16
2025-04-15 15:46:00,84897.0,84910.2,84888.1,84890.7,84892.5,0.36867565,21
2025-04-15 15:47:00,84890.7,84890.7,84725.0,84755.1,84808.6,2.14852685,136
2025-04-15 15:48:00,84745.4,84766.7,84745.4,84753.1,84758.2,0.02703404,16
2025-04-15 15:49:00,84753.1,84769.1,84720.4,84769.1,84741.9,0.61880918,29
2025-04-15 15:50:00,84769.1,84785.4,84719.2,84719.2,84758.5,0.37075718,42
2025-04-15 15:51:00,84719.2,84719.2,84681.3,84681.3,84699.3,6.99850754,54
2025-04-15 15:52:00,84681.3,84769.2,84681.2,84769.2,84742.0,1.24456304,38
2025-04-15 15:53:00,84769.2,84861.0,84769.2,84861.0,84809.9,0.64623059,34
