timestamp,open,high,low,close,vwap,volume,count
2025-03-17 03:00:00,13.65975,13.71646,13.65566,13.71646,13.6799,873.93353401,47
2025-03-17 04:00:00,13.71655,13.7603,13.70569,13.72793,13.72052,719.49052355,42
2025-03-17 05:00:00,13.74724,13.81677,13.62753,13.62753,13.69936,11181.31292186,144
2025-03-17 06:00:00,13.63119,13.67311,13.49855,13.63,13.61061,2599.81823338,127
2025-03-17 07:00:00,13.65903,13.79341,13.65903,13.79185,13.73113,3751.35740862,99
2025-03-17 08:00:00,13.75204,13.8722,13.66854,13.78386,13.81472,24899.0932903,142
2025-03-17 09:00:00,13.79227,13.85375,13.7603,13.82423,13.81806,975.92280171,54
2025-03-17 10:00:00,13.83265,13.84446,13.77034,13.80928,13.80057,593.75200707,39
2025-03-17 11:00:00,13.75748,13.87755,13.72635,13.81002,13.80318,1505.09758931,55
2025-03-17 12:00:00,13.79116,13.94875,13.69191,13.6995,13.82509,12453.70760594,239
2025-03-17 13:00:00,13.68842,13.77312,13.60001,13.67059,13.69238,5044.09564317,125
2025-03-17 14:00:00,13.6302,13.75774,13.55876,13.66154,13.66583,4715.45713622,167
2025-03-17 15:00:00,13.65621,13.79853,13.60558,13.77,13.72695,2343.41783458,100
2025-03-17 16:00:00,13.76032,13.83638,13.66735,13.71824,13.76045,4336.05179347,146
2025-03-17 17:00:00,13.71653,14.01246,13.71653,13.93499,13.92617,13711.84967855,250
2025-03-17 18:00:00,13.95882,14.11238,13.93046,14.08932,13.97781,5770.63469413,154
2025-03-17 19:00:00,14.12665,14.20027,14.10485,14.12072,14.14637,4695.84365507,210
2025-03-17 20:00:00,14.13844,14.23878,14.07152,14.10115,14.15024,4696.30721099,184
2025-03-17 21:00:00,14.10168,14.17035,14.08672,14.12747,14.11751,3575.51157165,126
2025-03-17 22:00:00,14.14768,14.15365,14.08455,14.09875,14.1227,2127.60109416,71
2025-03-17 23:00:00,14.05924,14.08852,13.9809,14.04087,14.01525,637.39503381,66
2025-03-18 00:00:00,14.04412,14.08257,13.93422,14.00029,14.0296,2464.55625561,116
2025-03-18 01:00:00,13.99602,14.04584,13.75001,13.75001,13.84977,5176.8262047,219
2025-03-18 02:00:00,13.77938,13.93296,13.77937,13.88754,13.86726,10125.53625467,166
2025-03-18 03:00:00,13.8841,13.91707,13.77556,13.83095,13.84386,709.53127724,111
2025-03-18 04:00:00,13.80539,13.92285,13.80539,13.89009,13.87261,464.54412681,66
2025-03-18 05:00:00,13.92369,14.06395,13.89417,14.06395,13.95933,10295.84758267,151
2025-03-18 06:00:00,14.07245,14.08009,13.8709,13.97293,13.91285,18814.82774304,290
2025-03-18 07:00:00,13.97532,14.20668,13.97532,14.15398,14.17169,9226.22716299,205
2025-03-18 08:00:00,14.17622,14.2592,14.06843,14.1622,14.16271,4364.66147444,165
2025-03-18 09:00:00,14.14888,14.23609,14.06046,14.06046,14.22067,2865.49393315,106
2025-03-18 10:00:00,14.07349,14.09568,13.86203,13.92335,13.92513,13626.03311249,297
2025-03-18 11:00:00,13.91634,13.92781,13.68723,13.69775,13.79144,5033.77941329,167
2025-03-18 12:00:00,13.74486,13.82443,13.68538,13.74364,13.74459,3377.97155722,106
