timestamp,open,high,low,close,vwap,volume,count
2025-04-13 15:55:00,3.694,3.7014,3.6932,3.7014,3.6979,440.83074004,18
2025-04-13 16:00:00,3.7011,3.7105,3.7001,3.7105,3.7066,815.83570696,20
2025-04-13 16:05:00,3.7085,3.7085,3.6926,3.6961,3.6978,5.26673029,6
2025-04-13 16:10:00,3.6971,3.6994,3.6927,3.6975,3.6976,7.31188523,7
2025-04-13 16:15:00,3.7015,3.7015,3.6925,3.6955,3.6978,151.69172363,8
2025-04-13 16:20:00,3.6982,3.7067,3.6957,3.7067,3.6978,25.97357154,7
2025-04-13 16:25:00,3.7067,3.712,3.7067,3.7096,3.7104,16.52626652,8
2025-04-13 16:30:00,3.7076,3.7145,3.7047,3.7145,3.7136,630.65117526,11
2025-04-13 16:35:00,3.7131,3.7151,3.7014,3.7014,3.7111,88.33333333,8
2025-04-13 16:40:00,3.7023,3.7078,3.6999,3.7078,3.7061,171.62393544,10
2025-04-13 16:45:00,3.7049,3.7109,3.6969,3.6969,3.7015,160.55716799,9
2025-04-13 16:50:00,3.6978,3.7027,3.6972,3.7008,3.7007,105.312782,9
2025-04-13 16:55:00,3.7027,3.7094,3.7027,3.7077,3.7084,37.31924422,9
2025-04-13 17:00:00,3.7089,3.7147,3.7085,3.7128,3.7135,214.36106448,11
2025-04-13 17:05:00,3.7113,3.7203,3.7113,3.7191,3.7199,2753.94211095,18
2025-04-13 17:10:00,3.7203,3.7283,3.7203,3.727,3.7269,138.87458962,12
2025-04-13 17:15:00,3.7281,3.7359,3.7204,3.7359,3.7305,44.81196445,15
2025-04-13 17:20:00,3.7391,3.7556,3.7391,3.7503,3.7499,956.64959407,22
2025-04-13 17:25:00,3.7464,3.7464,3.7412,3.743,3.7421,5349.50921477,17
2025-04-13 17:30:00,3.7454,3.7454,3.7381,3.7397,3.7416,5.52609691,6
2025-04-13 17:35:00,3.7354,3.7482,3.7352,3.7451,3.7399,288.84404328,12
2025-04-13 17:40:00,3.7489,3.7722,3.7489,3.7704,3.7642,8405.46103407,50
2025-04-13 17:45:00,3.772,3.7732,3.7669,3.7732,3.7727,633.94228457,9
2025-04-13 17:50:00,3.7732,3.7906,3.7732,3.7906,3.7824,1427.23285439,31
2025-04-13 17:55:00,3.7905,3.7906,3.7861,3.7861,3.7899,25.80834877,13
2025-04-13 18:00:00,3.7839,3.7879,3.78,3.7879,3.7848,65.43081309,13
2025-04-13 18:05:00,3.7905,3.8032,3.7905,3.801,3.7983,1793.24070986,36
2025-04-13 18:10:00,3.7992,3.8017,3.7974,3.7974,3.7992,46.99999999,8
2025-04-13 18:15:00,3.7938,3.7947,3.7813,3.7897,3.7902,105.58830656,10
2025-04-13 18:20:00,3.7882,3.7882,3.7737,3.7737,3.7803,295.14471603,10
2025-04-13 18:25:00,3.7755,3.7851,3.7755,3.7851,3.7807,13.911197,7
2025-04-13 18:30:00,3.7875,3.8008,3.7875,3.7999,3.797,592.22301525,16
2025-04-13 18:35:00,3.7958,3.8116,3.7958,3.8116,3.8093,246.97915233,13
2025-04-13 18:40:00,3.8116,3.8116,3.8029,3.8096,3.8043,137.47449485,9
2025-04-13 18:45:00,3.81,3.8117,3.8029,3.8029,3.8032,1375.52122432,16
2025-04-13 18:50:00,3.8,3.8027,3.7915,3.8027,3.7986,178.09375801,13
2025-04-13 18:55:00,3.8046,3.806,3.8007,3.8007,3.8046,793.0,7
2025-04-13 19:00:00,3.7975,3.8035,3.7796,3.7796,3.7991,2395.08813009,17
2025-04-13 19:05:00,3.7819,3.7819,3.7661,3.7661,3.7738,750.76520933,10
2025-04-13 19:10:00,3.7681,3.7771,3.7676,3.7767,3.7715,1391.78649427,16
2025-04-13 19:15:00,3.7709,3.78,3.7702,3.78,3.7748,4250.01136103,18
2025-04-13 19:20:00,3.7736,3.78,3.7696,3.78,3.7701,1292.90388162,9
2025-04-13 19:25:00,3.7794,3.7828,3.764,3.764,3.7781,91.36364343,8
2025-04-13 19:30:00,3.766,3.7671,3.7522,3.7522,3.7571,566.29391708,14
2025-04-13 19:35:00,3.7504,3.7504,3.6923,3.6923,3.7272,1934.86923731,40
2025-04-13 19:40:00,3.6922,3.7013,3.66,3.6786,3.6788,3997.16983772,62
2025-04-13 19:45:00,3.6759,3.6975,3.6664,3.6975,3.686,258.78578014,21
2025-04-13 19:50:00,3.6988,3.7147,3.6861,3.707,3.7032,352.07908045,20
2025-04-13 19:55:00,3.7101,3.7128,3.6992,3.7034,3.7108,51.83517473,10
2025-04-13 20:00:00,3.7042,3.7248,3.6905,3.7248,3.7036,208.33911467,16
2025-04-13 20:05:00,3.7204,3.7347,3.7204,3.734,3.7312,397.63503828,11
2025-04-13 20:10:00,3.7225,3.7607,3.7225,3.7517,3.7409,682.72484283,23
2025-04-13 20:15:00,3.7529,3.7623,3.7487,3.7487,3.7613,370.89674568,10
2025-04-13 20:20:00,3.7478,3.7486,3.7354,3.7354,3.7483,321.86852911,9
2025-04-13 20:25:00,3.7356,3.7356,3.7297,3.7339,3.73,1335.57204944,8
2025-04-13 20:30:00,3.7353,3.7365,3.7196,3.7196,3.7222,101.31214069,15
2025-04-13 20:35:00,3.7174,3.7174,3.6975,3.6977,3.6987,568.41314818,12
2025-04-13 20:40:00,3.6972,3.7106,3.6889,3.7045,3.703,1432.08512811,18
2025-04-13 20:45:00,3.7033,3.712,3.6999,3.7094,3.7091,164.40333727,15
2025-04-13 20:50:00,3.7096,3.719,3.7024,3.7024,3.7144,54.11046416,9
2025-04-13 20:55:00,3.6946,3.7046,3.6943,3.7037,3.7023,21.51926934,9
2025-04-13 21:00:00,3.6987,3.6987,3.6734,3.6734,3.6768,1379.72150942,26
2025-04-13 21:05:00,3.667,3.6789,3.667,3.6789,3.6735,379.34445568,13
2025-04-13 21:10:00,3.679,3.6856,3.676,3.6856,3.6831,577.29737879,8
2025-04-13 21:15:00,3.6956,3.6979,3.6831,3.6979,3.6965,45.58880831,6
2025-04-13 21:20:00,3.6975,3.7065,3.6975,3.7065,3.7034,20.34399219,8
2025-04-13 21:25:00,3.7038,3.7038,3.6892,3.6919,3.6934,25.66621225,10
2025-04-13 21:30:00,3.688,3.6941,3.677,3.6778,3.6799,100.89249205,10
2025-04-13 21:35:00,3.6786,3.6786,3.6358,3.6393,3.658,7617.23838446,59
2025-04-13 21:40:00,3.6458,3.651,3.643,3.6478,3.6489,10902.2779889,32
2025-04-13 21:45:00,3.6489,3.6586,3.6489,3.6495,3.6537,10980.507708,37
2025-04-13 21:50:00,3.6519,3.6678,3.6519,3.6678,3.6613,5527.60088982,29
2025-04-13 21:55:00,3.6743,3.6775,3.6615,3.6615,3.6705,39.56924042,11
2025-04-13 22:00:00,3.6664,3.6804,3.6551,3.6673,3.6728,354.90091323,19
2025-04-13 22:05:00,3.665,3.665,3.6514,3.6557,3.6537,85.12283408,11
2025-04-13 22:10:00,3.6517,3.6517,3.6421,3.6429,3.6498,638.96378827,17
2025-04-13 22:15:00,3.6454,3.6553,3.6131,3.6134,3.6301,28177.78172341,97
2025-04-13 22:20:00,3.6199,3.6321,3.6176,3.6321,3.6194,1751.83455092,21
2025-04-13 22:25:00,3.6327,3.6357,3.6292,3.6357,3.6346,489.8349713,9
2025-04-13 22:30:00,3.6352,3.6378,3.6222,3.6227,3.6246,95.97082876,10
2025-04-13 22:35:00,3.6172,3.6312,3.6162,3.6312,3.6182,173.5931541,10
2025-04-13 22:40:00,3.6345,3.642,3.6344,3.636,3.6358,447.57820638,12
2025-04-13 22:45:00,3.629,3.6303,3.6269,3.6303,3.6286,233.23477111,6
