timestamp,open,high,low,close,vwap,volume,count,4h_open,4h_high,4h_low,4h_close,4h_vwap,4h_volume,4h_count,1d_open,1d_high,1d_low,1d_close,1d_vwap,1d_volume,1d_count
2025-03-15 04:00:00,84500.8,84559.4,84322.2,84494.8,84428.6,4.83870626,591,84500.8,84559.4,83802.9,83838.9,83999.7,102.40748655,2445.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 05:00:00,84494.9,84494.9,84294.6,84312.7,84331.3,8.52019474,589,84500.8,84559.4,83802.9,83838.9,83999.7,102.40748655,2445.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 06:00:00,84312.7,84314.0,84180.2,84191.9,84210.4,3.43832442,532,84500.8,84559.4,83802.9,83838.9,83999.7,102.40748655,2445.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 07:00:00,84192.0,84206.4,83802.9,83838.9,83934.0,85.61026113,733,84500.8,84559.4,83802.9,83838.9,83999.7,102.40748655,2445.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 08:00:00,83839.0,83959.3,83666.9,83890.6,83792.1,26.88228428,717,83839.0,84121.0,83666.9,84121.0,83902.9,75.04495757,2003.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 09:00:00,83890.6,83950.0,83720.0,83950.0,83852.5,5.3997584,433,83839.0,84121.0,83666.9,84121.0,83902.9,75.04495757,2003.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 10:00:00,83950.0,83975.7,83730.0,83918.6,83937.1,17.81028008,438,83839.0,84121.0,83666.9,84121.0,83902.9,75.04495757,2003.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 11:00:00,83918.6,84121.0,83906.9,84121.0,84008.8,24.95263481,415,83839.0,84121.0,83666.9,84121.0,83902.9,75.04495757,2003.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 12:00:00,84121.0,84270.5,84023.0,84153.5,84146.8,30.72431573,498,84121.0,84473.4,84023.0,84343.2,84272.9,178.05982284,3070.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 13:00:00,84153.5,84473.4,84140.3,84473.4,84317.1,12.98093224,669,84121.0,84473.4,84023.0,84343.2,84272.9,178.05982284,3070.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 14:00:00,84473.4,84473.4,84150.0,84153.7,84223.4,9.41990443,753,84121.0,84473.4,84023.0,84343.2,84272.9,178.05982284,3070.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 15:00:00,84153.7,84402.2,84153.7,84343.2,84303.0,124.93467044,1150,84121.0,84473.4,84023.0,84343.2,84272.9,178.05982284,3070.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 16:00:00,84343.2,84465.9,84191.8,84357.2,84348.5,22.08035839,838,84343.2,84500.0,84150.0,84293.0,84341.8,53.44183208,2721.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 17:00:00,84357.1,84500.0,84297.5,84423.7,84415.3,8.95629249,684,84343.2,84500.0,84150.0,84293.0,84341.8,53.44183208,2721.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 18:00:00,84423.7,84430.0,84158.1,84226.9,84331.2,17.2704796,716,84343.2,84500.0,84150.0,84293.0,84341.8,53.44183208,2721.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 19:00:00,84227.0,84303.9,84150.0,84293.0,84221.0,5.1347016,483,84343.2,84500.0,84150.0,84293.0,84341.8,53.44183208,2721.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 20:00:00,84293.1,84427.4,84293.0,84367.9,84386.4,37.80279719,640,84293.1,84430.2,84253.8,84332.9,84375.0,69.45194939,2390.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 21:00:00,84368.0,84430.0,84253.8,84412.5,84376.0,12.27232191,529,84293.1,84430.2,84253.8,84332.9,84375.0,69.45194939,2390.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 22:00:00,84412.5,84430.2,84373.2,84400.0,84405.4,4.59931894,512,84293.1,84430.2,84253.8,84332.9,84375.0,69.45194939,2390.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-15 23:00:00,84400.0,84400.0,84272.6,84332.9,84335.6,14.77751135,709,84293.1,84430.2,84253.8,84332.9,84375.0,69.45194939,2390.0,83997.7,84659.4,83666.9,84332.9,84209.5,584.76838101,16525.0
2025-03-16 00:00:00,84333.0,84333.0,84265.0,84276.2,84290.7,5.39826657,593,84333.0,84333.0,83805.0,84314.7,84075.0,83.81711978,3101.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 01:00:00,84276.2,84276.2,83890.0,83930.9,84145.5,41.14506579,1219,84333.0,84333.0,83805.0,84314.7,84075.0,83.81711978,3101.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 02:00:00,83931.0,84112.5,83805.0,83949.9,83899.3,20.01459766,731,84333.0,84333.0,83805.0,84314.7,84075.0,83.81711978,3101.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 03:00:00,83950.0,84314.8,83918.2,84314.7,84043.0,17.25918976,558,84333.0,84333.0,83805.0,84314.7,84075.0,83.81711978,3101.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 04:00:00,84314.8,84395.7,84269.0,84395.7,84356.2,8.09226127,467,84314.8,84400.0,84030.4,84290.0,84305.9,19.63248668,1675.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 05:00:00,84395.7,84400.0,84348.6,84374.3,84382.6,2.29268701,310,84314.8,84400.0,84030.4,84290.0,84305.9,19.63248668,1675.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 06:00:00,84374.3,84398.4,84269.0,84269.1,84324.6,3.73096202,446,84314.8,84400.0,84030.4,84290.0,84305.9,19.63248668,1675.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 07:00:00,84269.1,84370.4,84030.4,84290.0,84187.7,5.51657638,452,84314.8,84400.0,84030.4,84290.0,84305.9,19.63248668,1675.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 08:00:00,84290.1,84334.2,84163.1,84262.3,84252.7,4.02718701,362,84290.1,84334.2,82404.4,82409.5,82986.1,179.84005895,3790.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 09:00:00,84266.1,84279.0,83852.6,83869.2,83949.1,11.64810633,560,84290.1,84334.2,82404.4,82409.5,82986.1,179.84005895,3790.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 10:00:00,83896.7,84004.6,83660.6,83660.8,83818.3,11.72836199,581,84290.1,84334.2,82404.4,82409.5,82986.1,179.84005895,3790.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 11:00:00,83666.9,83702.8,82404.4,82409.5,82815.0,152.43640362,2287,84290.1,84334.2,82404.4,82409.5,82986.1,179.84005895,3790.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 12:00:00,82409.5,82910.2,82404.1,82773.8,82588.8,33.56335997,978,82409.5,83419.1,82404.1,83312.8,82838.0,99.10954444,3540.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 13:00:00,82773.8,83128.3,82513.8,82605.3,82778.3,27.11292823,790,82409.5,83419.1,82404.1,83312.8,82838.0,99.10954444,3540.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 14:00:00,82605.4,83351.5,82599.6,83336.1,82995.7,21.3824339,952,82409.5,83419.1,82404.1,83312.8,82838.0,99.10954444,3540.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 15:00:00,83336.2,83419.1,83017.4,83312.8,83225.8,17.05082234,820,82409.5,83419.1,82404.1,83312.8,82838.0,99.10954444,3540.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 16:00:00,83316.6,85021.0,83316.5,83590.8,84241.3,123.2901745,2985,83316.6,85021.0,82636.3,83096.7,83875.4,232.04700601,6518.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 17:00:00,83600.0,84092.5,83505.7,83912.4,83784.7,32.41076455,1083,83316.6,85021.0,82636.3,83096.7,83875.4,232.04700601,6518.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 18:00:00,83912.4,84062.1,83633.8,83669.1,83855.5,21.17921278,834,83316.6,85021.0,82636.3,83096.7,83875.4,232.04700601,6518.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 19:00:00,83669.1,83715.9,82636.3,83096.7,83118.5,55.16685418,1616,83316.6,85021.0,82636.3,83096.7,83875.4,232.04700601,6518.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
2025-03-16 20:00:00,83096.7,83425.4,82922.6,83174.6,83213.4,29.50280629,1026,83096.7,83425.4,82009.8,82599.9,82536.7,227.8335867,4699.0,84333.0,85021.0,82009.8,82599.9,83231.2,842.27980256,23323.0
