timestamp,target_direction_1,target_direction_thresh_1,target_pct_change_1,target_vol_adj_1,target_direction_2,target_direction_thresh_2,target_pct_change_2,target_vol_adj_2,target_direction_3,target_direction_thresh_3,target_pct_change_3,target_vol_adj_3,target_direction_4,target_direction_thresh_4,target_pct_change_4,target_vol_adj_4,target_direction_8,target_direction_thresh_8,target_pct_change_8,target_vol_adj_8,target_direction_12,target_direction_thresh_12,target_pct_change_12,target_vol_adj_12,target_direction_24,target_direction_thresh_24,target_pct_change_24,target_vol_adj_24,target_signal,target_leverage_4,target_leverage_8,target_leverage_12,target_leverage_24,bb_lower,kc_lower,close,vwap,ema9,bb_middle,kc_middle,ema21,bb_upper,ema50,kc_upper,ema100,atr,volume_sma,rsi,volume_ratio,future_return_96,future_return_48,future_return_24,pct_change_24h,reshaped,original_features,reshaped_features,lookback
2025-04-06 21:00:00,0,-1,-1.1435545624950134,-1.7918603224053586,0,-1,-0.6840035435870221,-1.071025326607764,0,-1,-0.8098541121958452,-1.2685605659629815,1,0,0.2471385788391076,0.3790131344607504,0,-1,-2.5753107292362403,-3.762494439159509,0,-1,-3.369195887107108,-4.390041942425076,1,0,0.352330897011651,0.3774412134032072,0,0.0,0.0,0.0,0.0,79292.63231780256,80669.8639973992,78794.9,79222.0,80704.2927738253,82239.075,81726.4639973992,81780.92837974256,85185.51768219743,82565.76128755411,82783.06399739921,83014.93096741034,656.2571428571443,109.351616704,15.7770489725429,1.8080869264621275,0.0137724649691797,-0.0226029857262335,0.0016968103265568,-0.0510331521588587,True,20,20,60
2025-04-06 22:00:00,1,0,0.46486702700484,0.7273852234975076,1,0,0.3375606404036919,0.5286701765383415,1,1,1.4067804432775084,2.1422635826989764,1,0,0.4978154070214701,0.7439546358937706,0,-1,-4.208546579009442,-5.888799803439224,0,-1,-1.3585758094788734,-1.701169906144138,1,1,2.476384857591193,2.5979911092131736,0,0.0,0.0,0.0,0.0,78769.96113383037,80342.4721881231,78903.1,79215.5,80344.05421906026,82013.745,81457.5721881231,81519.30761794778,85257.52886616962,82422.1275115716,82572.6721881231,82933.50857201609,708.3785714285726,120.439767462,17.53187975417258,2.2354548670558274,0.0099349708693321,-0.023840634905346,0.0035233089701165,-0.0484097972553309,True,20,20,60
2025-04-06 23:00:00,0,0,-0.1267173195649861,-0.198639964475277,1,1,0.9375550320685572,1.4088561562661104,1,0,0.0327959225863242,0.0482885504769958,0,-1,-0.9078217637315306,-1.3182573712272605,0,-1,-4.22684569582227,-5.659578005226207,0,-1,-2.2284637981506523,-2.686406639654697,1,1,0.9783904220592924,1.004819829833732,0,0.0,0.0,0.0,0.0,78104.83779464822,79903.61578925424,78000.8,78550.7,79875.4033752482,81750.54000000001,81128.35578925424,81199.44328904343,85396.2422053518,82248.74211896096,82353.09578925425,82835.83117455042,777.5785714285729,157.00745453999997,15.402860132542727,4.716639085256519,0.021260038358581,-0.0171805930195588,0.0247638485759118,-0.0617878531640879,True,20,20,60
2025-04-07 00:00:00,1,1,1.0656226801304811,1.5376497860384468,1,0,0.1597156295159594,0.2282349245205004,0,-1,-0.7820954946137574,-1.108471150928242,0,-1,-1.7208400786567566,-2.4248023449905096,0,-1,-2.633391299459139,-3.33562247887273,0,-1,-1.250892810368994,-1.449576950297293,1,1,0.9314615513370752,0.9368335673353556,0,0.0,0.0,0.0,0.0,77638.35180013244,79503.73666646812,78363.4,77765.1,79573.00270019856,81503.24,80865.02666646813,80941.62117185765,85368.12819986757,82096.37576135465,82226.31666646813,82747.26818099496,875.7785714285731,180.29361975,18.79603589125486,2.688314582246885,0.0151690712756211,-0.0266310548036454,0.0097839042205929,-0.0616161870171921,True,20,20,60
2025-04-07 01:00:00,0,-1,-0.8963552853987642,-1.2686334871780065,0,-1,-1.828236076467078,-2.568348621679191,0,-1,-2.7570826606454557,-3.854783598675639,0,-1,-2.815491143276513,-3.927423892340503,0,-1,-3.6074191415470263,-4.371750447317022,0,-1,-0.9135491244416816,-1.0192908397024252,1,1,1.8599688235242025,1.8330724697320264,0,0.0,0.0,0.0,0.0,77236.06095820678,79173.29936489974,78264.1,77869.2,79311.22216015885,81243.74500000001,80617.31936489974,80698.21015623423,85251.42904179324,81946.09043737996,82061.33936489974,82658.49257345051,926.0071428571443,188.995187916,19.13689664575948,0.978633959517558,0.0093350591139487,-0.0233069823840049,0.0093146155133707,-0.0624898180180352,True,20,20,60
2025-04-07 02:00:00,0,-1,-0.9403093032067033,-1.31123958605543,0,-1,-1.877556956260504,-2.6092432060782715,0,-1,-1.936493721703655,-2.6883702172746795,0,-1,-4.683049046359762,-6.160351971809927,0,-1,-1.8471955922443295,-2.1395793546478457,1,1,0.8094237591705988,0.8708195765526792,1,1,1.953077660031816,1.8881517426265555,0,0.0,0.0,0.0,0.0,77047.7103250309,78944.83180633785,79098.1,78817.4,79268.59772812709,81027.885,80472.63180633786,80552.74559657657,85008.05967496909,81834.40453787486,82000.43180633786,82587.98975021386,986.9500000000012,202.608004978,27.35702299146249,1.398730886081091,0.016361960653922,-0.0388252056623357,0.0185996882352419,-0.0516918296073477,True,20,20,60
2025-04-07 03:00:00,0,-1,-0.9461443362695064,-1.3103703285453276,0,-1,-1.005640550146801,-1.3929958585878612,0,-1,-3.778267140575895,-4.878010759215322,0,-1,-3.3494307937979637,-4.160558686686689,0,-1,-1.3327409467882272,-1.4808668482979332,1,1,1.0778859527121,1.1202089425567507,1,1,2.849379281924491,2.7063851031040844,0,0.0,0.0,0.0,0.0,76772.19137208218,78701.07020573426,78389.1,78638.2,79092.69818250168,80791.59,80274.20020573426,80356.05054234233,84810.98862791782,81699.2945559974,81847.33020573427,82504.84341852646,1024.2142857142867,205.207072187,25.585977775232053,0.3955734406464694,0.023984201885211,-0.0360713415513126,0.0195307766003181,-0.0585576875730348,True,20,20,60
2025-04-07 04:00:00,0,0,-0.0600645108447606,-0.0832138079122497,0,-1,-2.85917472402177,-3.5703780887660588,0,-1,-2.4262422107900266,-2.9136693827622637,0,-1,-0.9285297325829132,-1.0681745076405595,1,0,0.4781759110109206,0.5089341672005682,1,0,0.6211866511175027,0.6234814632948361,1,1,4.376648686316335,4.089429074524845,0,0.0,0.0,0.0,0.0,76412.27780160189,78354.93685280718,77652.0,77806.2,78804.55854600135,80524.58,80024.46685280718,80110.22776576574,84636.88219839812,81540.57712242888,81693.99685280718,82408.74750924871,1064.4285714285725,208.0002461525,24.60043838875616,0.3645957423261853,0.0402153196311749,-0.0341510843249368,0.0284937928192448,-0.0679083032646975,True,20,20,60
2025-04-07 05:00:00,0,-1,-2.800792495489202,-3.183444027890415,0,-1,-2.3675997871761947,-2.665733906213524,0,-1,-0.8689871746339001,-0.9461755856701384,0,-1,-0.814870608069884,-0.8729648363961432,1,1,1.957042373531788,1.9849319544570456,1,1,2.8450223816232625,2.74568086730824,1,1,3.8881972548851182,3.573741476391097,0,0.0,0.0,0.0,0.0,75977.77431023736,77942.46620015887,76917.3,76841.1,78427.10683680109,80222.43000000001,79728.54620015887,79819.96160524157,84467.08568976265,81359.27213723559,81514.62620015888,82300.00597441211,1134.3928571428582,223.94827512850003,19.78071985691764,1.5261447026278294,0.0512069456416175,-0.0076172720571315,0.0437664868631633,-0.0783269825292976,True,20,20,60
2025-04-07 06:00:00,1,0,0.4456751443090764,0.4971158685264334,1,1,1.9874702381350704,2.1194456031517785,1,1,2.043146172078775,2.14766009114178,1,1,2.9751827201173477,3.078310346565081,1,1,5.762325326794979,5.681932409785337,1,1,5.046969877446027,4.775962895920707,1,1,6.332468304199384,5.799732622049022,0,0.0,0.0,0.0,0.0,75633.2836899363,77599.50846681041,76871.1,77011.5,78115.90546944088,79914.815,79456.4084668104,79551.88327749232,84196.3463100637,81183.26538675577,81313.3084668104,82192.50288580988,1171.0642857142852,230.701190192,19.83298317098537,0.6422037053068381,0.0508344488370791,-0.0028541285346509,0.0388819725488511,-0.078453233399628,True,20,20,60
2025-04-07 07:00:00,1,1,1.5349541845489272,1.5679746170585895,1,1,1.5903830856576269,1.6249240344780378,1,1,2.518284209025584,2.544172999068284,1,1,2.086578344621198,2.0972670251730485,1,1,4.580745651962455,4.401151224150348,1,1,4.068561286909852,3.783681837150237,1,1,5.9123717040789385,5.399293836442729,0,0.0,0.0,0.0,0.0,74864.74387253073,76913.19099378085,74718.1,75502.7,77436.34437555271,79511.16500000001,79005.14099378085,79112.44843408393,84157.58612746929,80929.72948923594,81097.09099378085,82044.49490787306,1317.5999999999997,270.6130200965,17.047921341140892,3.107171455645992,0.0849111527193544,0.0270978517922697,0.0633246830419937,-0.1010274920291162,True,20,20,60
