timestamp,open,high,low,close,vwap,volume,count,rsi,ema9,ema21,ema50,ema100,atr,pct_change,pct_change_8h,pct_change_24h,bb_middle,bb_upper,bb_lower,bb_width,kc_middle,kc_upper,kc_lower,kc_width,volatility_1h,volatility_4h,volatility_1d,volume_sma,volume_ratio,adx,bull_market,bear_market,neutral_market,market_regime,future_return_1,future_return_2,future_return_3,future_return_4,future_return_6,future_return_8,future_return_12,future_return_24,future_return_48,future_return_96,arima_prediction,arima_forecast,arima_strength,adaptive_prediction,adaptive_strength,adaptive_volatility,strategy_agreement,strategy_combined_strength,arima_dominance,adaptive_dominance,dominant_strategy,combined_prediction,leverage_opportunity,target_direction_1,target_direction_thresh_1,target_pct_change_1,target_vol_adj_1,target_direction_2,target_direction_thresh_2,target_pct_change_2,target_vol_adj_2,target_direction_3,target_direction_thresh_3,target_pct_change_3,target_vol_adj_3,target_direction_4,target_direction_thresh_4,target_pct_change_4,target_vol_adj_4,target_direction_8,target_direction_thresh_8,target_pct_change_8,target_vol_adj_8,target_direction_12,target_direction_thresh_12,target_pct_change_12,target_vol_adj_12,target_direction_24,target_direction_thresh_24,target_pct_change_24,target_vol_adj_24,target_signal,target_leverage_4,target_leverage_8,target_leverage_12,target_leverage_24
2025-01-12 20:00:00,94580.1,94726.4,93807.5,94449.9,94168.6,87.00409022,6347,56.54748308881652,94490.18498346032,94656.28283775836,95404.74676040541,96199.07718526726,791.0571428571441,-0.0013766109361272871,0.0009601597298833919,-0.006422232601588029,94222.33499999999,95822.29501038726,92622.37498961273,0.03396137466530129,94627.48919983993,96796.56919983993,92458.40919983992,0.04584460643184161,0.009057666893301135,0.00884317137664716,0.01158547734989138,215.4877167265,0.40375429069317575,50,0,1,0,-1,-0.002539970926385249,-0.009918485885109352,-0.03904609745484111,-0.024436235506866577,0.00039385960175719603,0.0045516194299835,0.022342003538383892,0.05851567868256091,0.08166128286001362,0.07252416360419667,0,94449.9,0,0,0,0,0,0,0,0,adaptive,0,0,0,0,-0.253997092638525,-0.2895510585836063,0,-1,-0.9918485885109338,-1.1329169327102477,0,-1,-3.9046097454841076,-4.166547699766069,0,-1,-2.4436235506866604,-2.502134023317028,1,1,0.45516194299836077,0.45158305800940485,1,1,2.2342003538383963,2.2013081895219333,1,1,5.851567868256084,5.5775045262624765,0,0.0,0.0,0.0,0.0
2025-01-13 00:00:00,94450.0,95808.2,93918.8,94210.0,95063.1,175.34174615,8260,37.12193199990734,94434.14798676826,94615.71167068942,95357.89394627187,96159.68951823226,741.2714285714299,-0.002539970926385249,0.00023888520238890543,0.0022329763478974307,94337.83499999999,95507.58526263888,93168.0847373611,0.024799175487520756,94587.72832366469,96666.2483236647,92509.20832366469,0.0439490415265631,0.008772100294884077,0.00884078876955366,0.011585076425128522,190.87320646100002,0.9186294367922536,50,0,1,0,-1,-0.007397303895552376,-0.03659908714573823,-0.021952022078335687,-0.0208045855004777,0.006845345504723488,0.024225666065173623,0.03173654601422338,0.07234794607791106,0.09124509075469689,0.08263029402398891,0,94210.0,0,0,0,0,0,0,0,0,adaptive,0,0,0,-1,-0.7397303895552427,-0.846611410076143,0,-1,-3.6599087145738243,-3.7844370177406534,0,-1,-2.1952022078335696,-2.174003457879478,0,-1,-2.0804585500477657,-2.0796466421398345,1,1,2.422566606517358,2.340704074521062,1,1,3.173654601422348,3.1014465726098974,1,1,7.234794607791099,6.824065556826793,0,0.0,0.0,0.0,0.0
2025-01-13 04:00:00,94213.1,94779.2,93258.2,93513.1,94022.5,131.85643781,7229,36.492675035884446,94249.93838941463,94515.47424608128,95285.54908563376,96107.28180499995,791.385714285716,-0.007397303895552376,-0.011093239257588428,0.003114045061937576,94386.905,95289.4635094879,93484.34649051209,0.019124655257800986,94485.38276902997,96569.68276902997,92401.08276902996,0.04411899362455007,0.008737543349300152,0.008867453793801938,0.011591700980798725,173.2339005055,0.7611468507332586,50,0,1,0,-1,-0.029419407548247345,-0.014663186227384273,-0.013507198456686909,0.010415652994072433,0.014615064627308882,0.03132609228011907,0.039719568702138996,0.08476887195483851,0.0895329103622915,0.09776063460627427,0,93513.1,0,0,0,0,0,0,0,0,adaptive,0,0,0,-1,-2.941940754824731,-2.774277505824745,0,-1,-1.4663186227384308,-1.3605376861063834,0,-1,-1.350719845668688,-1.2955272365164856,1,1,1.0415652994072488,0.9895199569474096,1,1,3.132609228011898,2.963974720565847,1,1,3.9719568702138934,3.8491008866367276,1,1,8.476887195483842,7.9187137491617,0,0.0,0.0,0.0,0.0
2025-01-13 08:00:00,93513.1,93538.6,90762.0,90762.0,91693.2,648.00861098,12459,24.268917239916476,93552.3507115317,94174.24931461934,95108.15500384421,96001.43464054451,946.7000000000023,-0.029419407548247345,-0.04017207994441663,-0.028392869185981162,94242.01000000001,96080.82627358373,92403.19372641628,0.039023282155881966,94130.77488626521,96372.5348862652,91889.01488626521,0.04763075631128357,0.01060434923560447,0.009345788730118099,0.011773767638144295,196.100999773,3.304463576065972,50,0,1,0,-1,0.015203499261805531,0.01639452634362404,0.04104250677596366,0.04509486348912528,0.06313545316321822,0.06253828694828245,0.06502060333619797,0.12620700293074205,0.1424472796985523,0.12981534122209748,0,90762.0,0,0,0,0,0,0,0,0,adaptive,0,0,1,1,1.5203499261805538,1.3883665284777378,1,1,1.6394526343623983,1.5860254878196298,1,1,4.104250677596357,3.9088705978083755,1,1,4.509486348912534,4.286625730221338,1,1,6.253828694828238,5.965237419289601,1,1,6.50206033361979,6.339014357676809,1,1,12.620700293074197,11.874390170663368,0,0.0,0.0,0.0,0.0
2025-01-13 12:00:00,90762.0,92998.0,89005.8,92141.9,91029.6,1533.52660935,20715,36.98656042764563,93270.26056922537,93989.49028601758,94991.83127820326,95925.00821201887,1193.6428571428592,0.015203499261805531,-0.022446972501981355,-0.021970708552431994,94125.715,96185.34733640234,92066.08266359766,0.043763435664788124,93941.35823043041,96438.67823043042,91444.03823043041,0.053167636641452146,0.010950637997932203,0.009472740461236017,0.011669161439626128,251.10546692099996,6.10710164200631,50,0,1,0,-1,0.0011731904812035676,0.02545204733134443,0.029443716702173495,0.029713952067409233,0.046673663121772124,0.04794995544914982,0.0745968989135235,0.12916273703928405,0.1266741840574157,0.1064488576858087,0,92141.9,0,0,0,0,0,0,0,0,adaptive,0,0,1,0,0.11731904812035114,0.1206603046980554,1,1,2.54520473313445,2.477220508834519,1,1,2.94437167021735,2.8375882878186016,1,1,2.971395206740917,2.8592149837707352,1,1,4.7949955449149755,4.63685440979781,1,1,7.45968989135236,7.274640616809922,1,1,12.916273703928402,12.249922646470889,0,0.0,0.0,0.0,0.0
2025-01-13 16:00:00,92115.8,92442.9,91249.9,92250.0,91800.0,427.82298918,11094,34.6320346320346,93066.2084553803,93831.35480547052,94884.3084829796,95852.23577217691,1232.857142857145,0.0011731904812035676,-0.02085239442719078,0.003808487486398171,93986.92,96162.02305391585,91811.81694608415,0.046285228921553186,93780.27649419894,96314.82649419895,91245.72649419894,0.05405294364123111,0.009723085683724608,0.009449159137731348,0.011667839476013128,263.31371953099995,1.6247652797659575,50,0,1,0,-1,0.02425040650406518,0.028237398373983646,0.028507317073170668,0.045986991869918725,0.045399457994580006,0.0536574525745257,0.0823891598915989,0.1474243902439023,0.16059186991869923,0.12265799457994575,0,92250.0,0,0,0,0,0,0,0,0,adaptive,0,0,1,1,2.4250406504065105,2.240058966968691,1,1,2.8237398373983678,2.6382859469154476,1,1,2.850731707317076,2.685459636839125,1,1,4.598699186991873,4.29963175088324,1,1,5.365745257452568,5.185658391760963,1,1,8.238915989159885,7.954676107100864,1,1,14.742439024390238,14.009831542984392,0,0.0,0.0,0.0,0.0
2025-01-13 20:00:00,92250.0,94609.5,91891.1,94487.1,93787.5,386.46927437,9461,50.66269808346472,93350.38676430425,93890.96800497318,94868.7316797255,95825.20338064864,1404.4500000000012,0.02425040650406518,-0.005398947368420948,0.02113221739144544,94026.04500000001,96207.90602550731,91844.18397449271,0.046409716063401364,93847.59301856095,96364.13301856094,91331.05301856095,0.05363035788253575,0.010825789348251586,0.009767090450868062,0.01182210033196616,241.04979841850005,1.603275658828924,50,0,1,0,-1,0.0038925948621557627,0.004156122899316328,0.02122194458291138,0.020694888508590026,0.021939502852770465,0.029001842579568837,0.0635991579802957,0.10162974628282595,0.12356924913559619,0.09758898304636276,0,94487.1,0,0,0,0,0,0,0,0,adaptive,0,0,1,0,0.3892594862155663,0.3679174366299848,1,0,0.41561228993163835,0.3954350221448902,1,1,2.1221944582911285,1.9922673121472538,1,1,2.069488850859,1.950153350114456,1,1,2.900184257956894,2.8389234959235212,1,1,6.35991579802956,6.132648891433767,1,1,10.162974628282587,9.711520006605387,0,0.0,0.0,0.0,0.0
2025-01-14 00:00:00,94487.1,95195.2,94313.0,94854.9,94805.4,126.38488756,6830,53.391811676695376,93651.2894114434,93978.59818633925,94868.18926091274,95805.98945231897,1414.1428571428582,0.0038925948621557627,0.002905473773024081,0.012758928847884654,94002.725,96135.71879116633,91869.73120883368,0.04538153103894231,93943.52701679325,96289.64701679324,91597.40701679325,0.04994745406100423,0.010580077143966549,0.009772777549649253,0.0118101262250801,213.20418972550002,0.5927880109800858,50,0,1,0,-1,0.000262506206848645,0.01726215514433105,0.01673714273063398,0.016690756091672698,0.024721970082726363,0.01906596285484463,0.04881561205588758,0.09152400139581607,0.11322451449529769,0.10853419275124421,0,94854.9,0,0,0,0,0,0,0,0,adaptive,0,0,1,0,0.026250620684865757,0.025143230451268574,1,1,1.7262155144331066,1.615067049086025,1,1,1.6737142730633905,1.5756244023311718,1,1,1.6690756091672774,1.5975563217769537,1,1,1.9065962854844611,1.8828968889153581,1,1,4.881561205588756,4.680933656443258,1,1,9.152400139581614,8.77919295656777,0,0.0,0.0,0.0,0.0
2025-01-14 04:00:00,94855.0,95400.0,94700.0,94879.8,95009.0,132.37008626,4074,51.67409655695721,93896.99152915474,94060.52562394476,94868.6445840142,95787.64906712454,1405.1285714285716,0.000262506206848645,0.0045516194299835,0.004361274423666073,94011.775,96158.69441051809,91864.8555894819,0.0456734150699334,94032.69587233674,96366.87587233675,91698.51587233673,0.04964613591785141,0.010440432758130853,0.009772752505919014,0.011810331610153591,215.49578218000002,0.6142583623721855,50,0,1,0,-1,0.016995187595252093,0.016470312964403266,0.016423938499027235,0.01770977594809442,0.02474288520844259,0.04358778159313137,0.05078214751717436,0.08352041214252126,0.1078343335462344,0.10787860008136607,0,94879.8,0,0,0,0,0,0,0,0,adaptive,0,0,1,1,1.6995187595252097,1.5540642962465292,1,1,1.647031296440335,1.5373272176800858,1,1,1.6423938499027222,1.5716544988541379,1,1,1.7709775948094357,1.7211069697912422,1,1,4.358778159313142,4.279441327637662,1,1,5.078214751717433,4.839434495721793,1,1,8.352041214252132,8.030310413018695,0,0.0,0.0,0.0,0.0
2025-01-14 08:00:00,94879.9,97302.9,94879.8,96492.3,96512.0,428.24849365,8166,58.701057676714925,94416.0532233238,94281.59602176795,94932.3173454254,95801.60255094385,1557.3785714285707,0.016995187595252093,0.024225666065173623,0.015431582337026128,94128.47,96545.65191558866,91711.28808441134,0.05135920971813655,94266.94388449515,96783.21388449516,91750.67388449515,0.053386052338414154,0.010935961682087356,0.00992419530374785,0.01188825585916058,234.62683642700003,1.8252323569270896,50,0,0,1,0,-0.000516103357469988,-0.0005617028509010691,0.0007026467396880065,0.00733322762541655,0.0017731984831950154,0.03480174065702646,0.02785507237365059,0.07276746434689607,0.08867857849797334,0.09167881789531385,0,96492.3,0,0,0,0,0,0,0,0,adaptive,0,0,0,0,-0.05161033574700044,-0.049193725315395266,0,0,-0.05617028509010261,-0.05503027056270317,1,0,0.07026467396880674,0.0697460554258163,1,0,0.7333227625416653,0.733396678045327,1,1,3.480174065702643,3.415885801629249,1,1,2.785507237365057,2.646631884254459,1,1,7.276746434689607,7.038193752151136,0,0.0,0.0,0.0,0.0
